country,description,designation,points,price,province,region_1,title,variety,winery
US,"You want black pepper? You'll get plenty of it in this dry, interesting Rhône blend of Mourvèdre and Syrah. It has briary flavors of wild blackberries, with an edge of leather, tobacco and herbs, and is thoroughly dry. Pretty tannic, too. An interesting wine, and one to watch.",River of Skulls Dalton Vineyard,90,35,California,Calaveras County,Twisted Oak 2007 River of Skulls Dalton Vineyard Red (Calaveras County),Rhône-style Red Blend,Twisted Oak
US,"A very fine Cabernet, dry and firm, but it needs a little time in the cellar. Astringent now, it has a deep core of black currants and cedar, with the polished tannins that Napa so easily crafts. Try between 2010–2012.",Beckstoffer Missouri Hopper Vineyard,90,65,California,Napa Valley,Waypoint 2006 Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Waypoint
US,"Much improved, with different vineyard sources than in 2004, this strong, varietal Cabernet mixes cassis, black cherry, light herb and hints of moist earth. Aging for 18 months in new French oak brings in coffee and chocolate, balanced and subtly displayed. Nice details of leaf and leather run richly into the tannins.",,90,36,Washington,Walla Walla Valley (WA),Whitman Cellars 2005 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Whitman Cellars
US,"A good Cab, dry and balanced, whose tannins are richly impressive and sweet. Shows a good tension between the oak and the ripe black currants. Easy to like, and should develop for a few years.",,90,35,California,Sonoma County,Wild Oak by St. Francis 2005 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Wild Oak by St. Francis
US,"Elegantly structured, with firm tannins, a silky texture and a fine balance of fruit, acidity and oak. Shows cherry, red currant, cola and sandalwood flavors that are delicious, but those tannins close in on the finish, making the wine hard. Try after 2011.",La Encantada Vineyard,90,49,California,Sta. Rita Hills,Alma Rosa 2007 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
France,"A 50/50 blend of Merlot and Cabernet Sauvignon, this shows big fruity flavors tempered with a dry core of tannins. There is a stalky element of black currant skins which adds to the sensation of dryness, but there is also a more mouthfilling character of black plum juice to give the wine a final roundness.",,90,31,Bordeaux,Graves,Vieux Château Gaubert 2005  Graves,Bordeaux-style Red Blend,Vieux Château Gaubert
Italy,"This is a thickly extracted Amarone with fruit-driven aromas of strawberry, cherry and blackberry preserves. It is inky and dark in color with impenetrable density and a smooth quality to its tannins. Allegrini is one of the most historic and well-respected producers in Valpolicella.",,90,,Veneto,Amarone della Valpolicella Classico,Allegrini 2004  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Allegrini
US,"Tangy berry/black cherry fruit is backed with lots of acid and hints of earthy funk. It's not vegetal but it is definitely herbal, a complex and flavorful reserve that falls right between Balboa's regular Syrah and the Sayulita.",Reserve,90,28,Washington,Columbia Valley (WA),Balboa 2007 Reserve Red (Columbia Valley (WA)),Red Blend,Balboa
Italy,"Lamorèmio is a blend of Nerello Mascalese, Cabernet Sauvignon and Nero d'Avola in equal parts that tastes of Indian spice, clove, sweet cinnamon and blackberry. You'll also get a touch of caper or green olive that rides on the heels of the wine's smooth, supple mouthfeel.",Lamorèmio,90,45,Sicily & Sardinia,Sicilia,Benanti 2005 Lamorèmio Red (Sicilia),Red Blend,Benanti
Italy,"Il Monovitigno is a pure expression of Nerello Mascalese—Mt. Etna's most promising variety—with aromas of black olive, Indian spice, mesquite, black fruit and volcanic ash. It's tonic and fresh in the mouth and encourages a pairing with spicy meat recipes.",Il Monovitigno,90,41,Sicily & Sardinia,Sicilia,Benanti 2006 Il Monovitigno Nerello Mascalese (Sicilia),Nerello Mascalese,Benanti
France,"A richly Merlot wine, soft, ripe, packed with black jelly flavors, sweet acidity and generous balanced tannins. The flavors come together in a balanced, rich way. An attractive wine, ready to drink now.",,90,37,Bordeaux,Lalande de Pomerol,Château Pavillon Bel-Air 2006  Lalande de Pomerol,Bordeaux-style Red Blend,Château Pavillon Bel-Air
US,"Opulence is the reserve Syrah, a firm and juicy wine with dark, smoky, wild berry flavors. It's gamy and brambly, chewy and tart, and it has the length and polish to sustain your interest through glass after glass.",Opulence,90,40,Washington,Washington,Coeur d'Alene 2006 Opulence Syrah (Washington),Syrah,Coeur d'Alene
Chile,"We won't call this the best Terrunyo SB to date, but it is typically clean, mineral and full of lime and passion fruit. The overall balance and purity are up the ladder, while the flavors of green fruits, passion fruit, brine and lime don't hold back. Top notch SB from Chile to drink now.",Terrunyo El Triángulo Vineyard Block: 28,90,25,Casablanca Valley,,Concha y Toro 2008 Terrunyo El Triángulo Vineyard Block: 28 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Concha y Toro
France,"Following the elegant Deutz tradition, this wine has a character that is light as a feather, but still anchored into vivid red fruits and tight acidity, leavened by a softness. The final taste is soft, but well integrated.",Rosé Brut,90,85,Champagne,Champagne,Deutz 2005 Rosé Brut  (Champagne),Champagne Blend,Deutz
US,"Ripe and oaky. May fall a bit short on complexity and finesse, but makes up for it in sheer power. Pineapple crème brûlée, spicy green apple butter, ripe pear, Asian spices and smoky oak are the flavors, backed with firm acidity.",,90,28,California,Russian River Valley,J Vineyards & Winery 2007 Chardonnay (Russian River Valley),Chardonnay,J Vineyards & Winery
US,"Young and fresh in citrusy acidity, with forward fruit flavors of cherries, raspberries, pomegranates, cola, bacon and sweet oak. Good and dry and silky, but immature.",Stony Point Vineyards,90,35,California,Sonoma Coast,James Family Cellars 2007 Stony Point Vineyards Pinot Noir (Sonoma Coast),Pinot Noir,James Family Cellars
US,"This is an example of a lighter, drier style of Cabernet that maintains great elegance and charm. It's very dry, showing blackberry, black currant, herb and cedar flavors wrapped into firm tannins, and brightened with crispness. Best now–2011.",,90,42,California,Napa Valley,Long Meadow Ranch 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Long Meadow Ranch
Argentina,"Aggressive smelling early on but then it settles on classy raspberry, cassis and herbs. The palate is very healthy, juicy, rich and big, but the flavors of dark berry fruit are subtle and smooth. Chunky, sweet and ripe on the finish. A Malbec to drink this winter. Only 300 cases produced.",Cuartel 2 Marchiori Vineyard,90,39,Mendoza Province,Perdriel,Marchiori & Barraud 2007 Cuartel 2 Marchiori Vineyard Malbec (Perdriel),Malbec,Marchiori & Barraud
Chile,"It's been a while since we've reviewed this wine, so this is a fine comeback. Plum, blackberry and rubber aromas are solid, but the real star is the palate, which is smooth and thick, with lush dark fruit flavors and a smoky background. Good, slightly herbal and long on the finish.",Edición Limitada,90,22,Maipo Valley,,Morandé 2007 Edición Limitada Carmenère (Maipo Valley),Carmenère,Morandé
US,"It's hard to make Petite Sirah smooth and elegant, but Newsome-Harlow has done it. The wine shows classically fine tannins, while the flavors run toward milk chocolate, ripe blackberries and lots of crushed black pepper. Delicious and refined, a great wine for peppersteak.",El Portal,90,24,California,Calaveras County,Newsome-Harlow 2007 El Portal Petite Sirah (Calaveras County),Petite Sirah,Newsome-Harlow
US,"Great now with lamb, this Pinot is softly complex and forward in fruit, with a silky texture. It shows cherry, raspberry, mocha, anise and smoky oak flavors. Best now and for a few more years.",Turner Vineyard,90,50,California,Sta. Rita Hills,Pali 2007 Turner Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali
US,"This is Peju's best Sauvignon Blanc in many years. It's bone dry and elegantly crisp in acidity, a clean, vibrant, food-friendly wine. With just a hint of oak, it shows rich flavors of Meyer lemons and limes, with exotic notes of papaya and white flowers. What a great comeback.",,90,22,California,Napa Valley,Peju 2008 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Peju
US,"Could almost be Zinfandel, it's so spicy and briary, with wild berry, red currant and tobacco flavors. But it's lighter in body, with the silky texture of Pinot Noir, and drier than any Zin could be. A lovely, complex and food-friendly wine.",Wine Creek Ranch,90,26,California,Dry Creek Valley,Quivira 2007 Wine Creek Ranch Grenache (Dry Creek Valley),Grenache,Quivira
France,"If you want to taste ripe Pinot Noir in Champagne, this grand cru blend (with 40% Chardonnay, 60% Pinot Noir) from Soutiran is where to come. The wine has weight, delicious white fruits and kiwi, and a textured mouthfeel. It is concentrated, certainly in a food wine style.",Brut Grand Cru,90,60,Champagne,Champagne,Soutiran NV Brut Grand Cru  (Champagne),Champagne Blend,Soutiran
US,"A nicely crafted debut from a new Walla Walla boutique. The blend—two thirds Cabernet Sauvignon, one third Syrah—is becoming a classic in Walla Walla. This wraps delicious caramel around bright berries and plums. It's nicely focused, smooth and compact, but feels like a wine that will flesh out with a bit more bottle age.",Beet Red,90,19,Washington,Walla Walla Valley (WA),SuLei 2007 Beet Red Red (Walla Walla Valley (WA)),Red Blend,SuLei
Portugal,"Named after local nobility in the city of Borba, this is a popular brand in Portugal. In its white manifestation, the wine is soft, very clean, with pear and cinnamon flavors, the texture just moving toward fat, but working well as a food wine.",Marquês de Borba,87,12,Alentejo,,J. Portugal Ramos 2006 Marquês de Borba White (Alentejo),Portuguese White,J. Portugal Ramos
Italy,"Honey, kiwi, mango and peach come to mind and color an easy, but fragrant Grigio from the mountains of northern Italy that would pair well with exotic or Asian foods. It closes with spicy acidity and is a perfect palate cleaner.",,87,13,Northeastern Italy,Alto Adige,Tolloy 2007 Pinot Grigio (Alto Adige),Pinot Grigio,Tolloy
Italy,"This Pinot Grigio from northern Italy has good density and direct aromas of honey, peach and grapefruit that make for a well balanced ensemble. The wine is fresh and clean and would pair with grilled calamari or Thai mango shrimp.",,87,20,Northeastern Italy,Collio,Pighin 2006 Pinot Grigio (Collio),Pinot Grigio,Pighin
Portugal,"A fine, crisp wine, with delicious green apple flavors and a tang of lime, a touch of yeast, and a dry, fresh aftertaste. There's a delicious bite to this fragrant wine.",Solar de Serrade,87,17,Vinho Verde,,Quinta de Serrade 2006 Solar de Serrade Alvarinho (Vinho Verde),Alvarinho,Quinta de Serrade
US,"A nice, crisp Chard that has pineapple, peach, pear and caramel-vanilla flavors that turn honeyed and spicy on the finish. From the Sonoma producer Ty Caton.",,87,12,California,Central Coast,Racchus 2005 Chardonnay (Central Coast),Chardonnay,Racchus
Italy,This delightful Pinot Grigio offers remarkable clarity and precision and generous tones of stone fruit and citrus while being creamy and rich in density. Pair it with your favorite seafood recipes.,Sot Lis Rivis,87,29,Northeastern Italy,Isonzo del Friuli,Ronco del Gelso 2006 Sot Lis Rivis Pinot Grigio (Isonzo del Friuli),Pinot Grigio,Ronco del Gelso
US,"Forward and easy in cherry, currant, raspberry, tangerine zest, cola and peppery spice flavors, this Zin has a gentle texture. There's also a wealth of firm, dusty tannins that could help the wine age for a few years.",Cougar Hill,87,18,California,Amador County,Sobon Estate 2006 Cougar Hill Zinfandel (Amador County),Zinfandel,Sobon Estate
Italy,"Creamy and full in the glass with thick streaks of glycerin, this is a luminous white blend with pretty aromas of stone fruit, honey and peach cobbler. The wine has a smooth, full consistency and a soft, generous finish.",Vineis,87,21,Northeastern Italy,Colli Orientali del Friuli,Rocca Bernarda 2006 Vineis White (Colli Orientali del Friuli),White Blend,Rocca Bernarda
US,"Dark, soft and rich, this single-vineyard Pinot brims with deep, almost brooding flavors of red currants, cherries, red plums, mocha and dusty spices. It also has an edge of tannins that will help it negotiate a good steak. Drink over the next several years.",Encell Vineyard,87,30,California,San Luis Obispo County,Stephen's 2005 Encell Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Stephen's
US,"Former Wild Horse proprietor Ken Volk is back with his own personal brand after selling the winery. He's sourced his fruit from this very famous old vineyard. It's a good start, a deep golden wine showing ripe apricot, pear and sweet smoky oak flavors.",Sierra Madre Vineyard,87,24,California,Santa Maria Valley,Kenneth Volk 2005 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Kenneth Volk
US,"A very easy wine to like. It's so softly balanced, so rich in cherries, licorice and smoky vanilla, so light in texture, you could drink it as a cocktail wine. But it will also nicely complement a wide variety of foods.",Reserve,87,20,California,El Dorado,Lava Cap 2004 Reserve Cabernet Franc (El Dorado),Cabernet Franc,Lava Cap
Italy,"This Manzoni (a cross between Riesling and Pinot Bianco) opens with a pretty, luminous glow and offers pristine aromas of stone fruit, mango and vanilla. Natural structure and smoothness underscore the variety's pairing potential with most Thai or Indian dishes.",Incrocio Manzoni 6.0.13,87,,Northeastern Italy,Colli Trevigiani,Masottina 2006 Incrocio Manzoni 6.0.13 Manzoni (Colli Trevigiani),Manzoni,Masottina
